domain,company,vertical,industry_raw,region,source,list_year,stratum
regie-portage.fr,LA REGIE DE PORTAGE SALARIAL,services_other,Support Services,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
treedom.net,Treedom,ecommerce_retail,Support Services,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
oxray.co,Oxray,health,Health,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
aer-trading.com,AER TRADING,ecommerce_retail,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
fenstermaxx24.com,Fenstermaxx24,ecommerce_retail,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
bolt.eu,Bolt,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
kiteworldshop.com,Kiteworldshop.com,ecommerce_retail,Ecommerce,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
templafy.com,Templafy,software_saas,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
appinio.com,Appinio,software_saas,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
signaturit.com,Signaturit,software_saas,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
comservice.es,Comservice,services_other,Support Services,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
valumen.com,VALUMEN,services_other,Support Services,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
roomraccoon.com,RoomRaccoon,software_saas,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
modulrfinance.com,Modulr,fintech_insurance,Fintech,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
jungheinrich-profishop.co.uk,PROFISHOP,ecommerce_retail,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
florence-one.com,Florence One,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
statsbomb.com,StatsBomb,software_saas,Technology,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
theras-group.com,Theras Biocare,health,Pharmaceuticals,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
nanushka.com,Nanushka,ecommerce_retail,Fashion,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
monese.com,Monese,fintech_insurance,Fintech,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
filo.it,Filo,ecommerce_retail,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
delineate.ai,Delineate Strategy,software_saas,Technology,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
stenn.com,Stenn,fintech_insurance,Fintech,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
arquimea.com,Arquimea,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
funnel.io,Funnel,software_saas,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
deutsches-pm.de,DPM - Deutsches Personal Management,services_other,Support Services,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
groupe-perspective.fr,Groupe PERSPECTIVE,edtech,Education,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
lquarters.com,Living Quarter,ecommerce_retail,Health,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
sipadan.com,SIPADAN,services_other,Management Consulting,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
dateioplatform.com,Dateio,fintech_insurance,Fintech,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
nordsecurity.com,Nord Security,software_saas,Cyber Security,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
systeme.io,systeme.io,software_saas,Ecommerce,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
mews.com,Mews,software_saas,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
componentidigitali.com,Componenti Digitali,ecommerce_retail,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
multix-trolley.com,Multix solutions,health,Health,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
itds.pl,ITDS Polska,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
woodwatch.com,WoodWatch,ecommerce_retail,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
velocultour.de,Velocultour,ecommerce_retail,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
azureprism.com,Azure Prism,ecommerce_retail,Retail,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
soluzionetasse.com,Soluzione Tasse,services_other,Management Consulting,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
landbay.co.uk,Landbay,fintech_insurance,Fintech,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
curafarma.it,Cura Farma,health,Health,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
lendable.co.uk,Lendable,fintech_insurance,Fintech,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
bugbitething.eu,Bug Bite Thing Europe,health,Health,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
degoo.com,Degoo,software_saas,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
dexatel.com,Dexatel,software_saas,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
bloomandwild.com,Bloom & Wild,ecommerce_retail,Ecommerce,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
ulrichmueller.de,Ulrich Müller Wealth Academy,fintech_insurance,Health,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
idfinance.com,ID Finance,fintech_insurance,Fintech,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
success-solutions.com,Success Solutions,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
sixsenses.com,Sixth Sense,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
cerascreen.info,cerascreen,health,Health,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
bomae.dk,Bomae,services_other,Financial Services,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
gophr.com,Gophr,services_other,Technology,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
memorypc.eu,Memory PC,ecommerce_retail,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
eukon.it,Eukon,services_other,Health,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
latitudeim.com,Latitude Investment Management,fintech_insurance,Financial Services,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
besteam-conseil.com,BESTEAM Conseil,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
centralnicregistry.com,CentralNic Group,services_other,Technology,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
sollis.de,Sollis Solargroßhandel,ecommerce_retail,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
increso.com,Increso,services_other,Management Consulting,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
bluewaterbio.com,Bluewater Bio,services_other,Technology,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
intumind.de,intumind,health,Health,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
kuori.tech,Kuori,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
qred.se,Qred,fintech_insurance,Fintech,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
matillion.com,Matillion,software_saas,Technology,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
wolframchain.nl,Wolfram Chain,services_other,Management Consulting,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
financialhouse.io,Financial House,fintech_insurance,Fintech,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
learningtechnologies.co.uk,Learning Technologies,services_other,Technology,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
valorrep.com,Valor Real Estate Partners,fintech_insurance,Financial Services,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
littlebigconnection.com,LITTLEBIG CONNECTION,services_other,Support Services,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
spiideo.com,Spiideo,software_saas,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
jobandtalent.com,jobandtalent,software_saas,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
mia-platform.eu,Mia-Platform,devtools,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
loyaltylion.com,LoyaltyLion,software_saas,Technology,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
mylead.global,MyLead,services_other,Sales & Marketing,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
remarkable.com,reMarkable,ecommerce_retail,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
nethive.it,Nethive,services_other,Cyber Security,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
kubrickgroup.com,Kubrick,services_other,Management Consulting,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
contrader.it,Contrader,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
asket.com,ASKET,ecommerce_retail,Fashion,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
tecnimed.it,Tecnimed,health,Health,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
formelab.com,FOR ME LAB,ecommerce_retail,Ecommerce,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
wave.studio,Wave Studio,software_saas,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
tecmasolutions.com,Tecma Solutions,software_saas,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
footdistrict.com,FOOTDISTRICT,ecommerce_retail,Ecommerce,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
egomnia.com,Egomnia,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
pharmagrin.com,PharmaGrin,health,Health,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
lifem.eu,Life M,health,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
saljol.de,Saljol,health,Health,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
bazzar.hr,bazzar,ecommerce_retail,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
pastbook.com,PastBook,ecommerce_retail,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
bluefinsupboards.com,Bluefin,ecommerce_retail,Ecommerce,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
nexumstp.it,NexumStp,services_other,Management Consulting,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
apitalianluxury.com,AP Italian Luxury,ecommerce_retail,Fashion,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
virta.global,Virta,software_saas,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
novicap.com,Novicap,fintech_insurance,Fintech,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
extramileinstitute.com,Extra Mile Live Service,services_other,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
longevity-partners.com,Longevity Partners,services_other,Retail,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
blackbelt.hu,BlackBelt Holding,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
quantexa.com,Quantexa,fintech_insurance,Fintech,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
favionline.com,Favi,ecommerce_retail,Ecommerce,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
cybersprint.io,Cybersprint,services_other,Cyber Security,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
therapiezentrum.com,therapiezentrum.com NW,health,Health,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
iglm.store,IGLM Store,ecommerce_retail,Ecommerce,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
mg-project.com,MG Project,services_other,Telecoms,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
bonmea.com,BONMEA,ecommerce_retail,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
esserrepharma.com,Esserre Pharma,health,Pharmaceuticals,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
onbuy.com,OnBuy.com,ecommerce_retail,Ecommerce,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
christmastheoriginal.com,Christmas the Original,ecommerce_retail,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
luis.de,LUIS Technology,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
beauhurst.com,Beauhurst,software_saas,Technology,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
dynveo.fr,DYNVEO,health,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
gojob.com,Gojob,services_other,Support Services,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
lehibou.com,LeHibou,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
aquis.eu,Aquis Exchange,fintech_insurance,Financial Services,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
devensys.com,Devensys Cybersecurity,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
comnovis.de,Comnovis IT,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
rouvy.com,Rouvy,health,Games industry,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
etracom.net,Etracom,services_other,Ecommerce,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
crowdproperty.com,CrowdProperty,fintech_insurance,Fintech,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
labevolution.it,Labevolution,health,Health,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
allygatr.com,allygatr,services_other,Support Services,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
kyoelectric.es,Kyo Electric,ecommerce_retail,Telecoms,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
xalient.com,Xalient,services_other,Technology,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
chattermill.com,Chattermill,software_saas,Technology,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
globalworkandtravel.com,Global Work,services_other,Telecoms,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
upmt.be,Wielandts UPMT,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
tutos.pro,Tutos’Me,edtech,Education,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
doctify.com,Doctify,health,Health,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
fruugo.co.uk,Fruugo,ecommerce_retail,Ecommerce,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
brandongroup.it,Brandon Group,services_other,Ecommerce,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
atryshealth.com,Atrys Health,health,Health,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
soorce.de,Soorce,services_other,Support Services,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
skalhuset.se,SkalHuset.se,ecommerce_retail,Ecommerce,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
virtuslab.com,VirtusLab,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
routenote.com,RouteNote,services_other,Technology,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
gallasgroup.it,Gallas Group,services_other,Support Services,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
sports-tech.com,Sportstech,ecommerce_retail,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
currentbody.com,CurrentBody,ecommerce_retail,Ecommerce,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
vipino-wein.de,VIPINO,ecommerce_retail,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
uplink.xyz,UPLINK Network,services_other,Telecoms,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
gruppogheron.it,Gruppo Gheron,health,Health,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
ibanfirst.com,Ibanfirst,fintech_insurance,Fintech,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
personalizzalo.it,e-Pol / Personalizzalo,ecommerce_retail,Ecommerce,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
sortlist.com,Sortlist,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
sourcing-force.com,Sourcing Force,software_saas,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
startup-house.com,Startup Development House,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
superprof.com,Superprof,edtech,Education,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
storpool.com,StorPool Storage,software_saas,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
zeck-fishing.com,Zeck Fishing,ecommerce_retail,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
bittnet.ro,BITTNET,edtech,Management Consulting,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
sopost.com,SoPost,services_other,Technology,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
touch4it.com,Touch4IT,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
prometeoweb.it,Prometeo,software_saas,Support Services,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
vimcar.de,Vimcar,software_saas,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
joannes-distribution.fr,JOANNES DISTRIBUTION SAS,ecommerce_retail,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
dialectica.io,Dialectica,services_other,Management Consulting,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
ecoco2.com,Eco CO2,services_other,Support Services,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
tikamoon.co,Tikamoon,ecommerce_retail,Ecommerce,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
vpace.de,VPACE Bikes,ecommerce_retail,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
speechmatics.com,Speechmatics,devtools,Technology,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
piscor.com,Piscor,ecommerce_retail,Ecommerce,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
scherer-group.com,Scherer,services_other,Support Services,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
sonarcloud.io,"Sonar, SonarQube, SonarCloud, SonarLint",devtools,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
fundingoptions.com,Funding Options,fintech_insurance,Fintech,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
cdprojektred.com,CD Projekt,ecommerce_retail,Games industry,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
wolfandbadger.com,Wolf & Badger,ecommerce_retail,Ecommerce,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
mailtrack.email,Mailtrack,software_saas,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
macingo.com,Macingo Technologies,services_other,Support Services,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
vmway.it,VmWay,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
mycs.com,MYCS,ecommerce_retail,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
newroom-media.de,Newroom,services_other,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
pure-gaming.fr,PURE GAMING,ecommerce_retail,Ecommerce,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
mycroclean.com,Mycroclean Italia,services_other,Support Services,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
bumper.co,Bumper,fintech_insurance,Fintech,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
centroames.it,Ames Centro Polidiagnostico Strumentale,health,Health,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
zycle.eu,Versa Design Zycle,ecommerce_retail,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
shop-msgbeauty.de,MSG Beauty,ecommerce_retail,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
online-trainer-lizenz.de,OTL - Online Trainer,edtech,Health,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
dynamicomeducation.it,Dynamicom Education,edtech,Education,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
startromagna.it,Start,services_other,Telecoms,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
storyterrace.com,StoryTerrace,services_other,Technology,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
blubit.si,Blubit,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
beliani.com,Beliani,ecommerce_retail,Ecommerce,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
revolutionrace.com,Revolution Race,ecommerce_retail,Ecommerce,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
netguru.com,Netguru,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
featurespace.com,Featurespace,fintech_insurance,Fintech,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
hatstoreworld.com,Hatstore,ecommerce_retail,Ecommerce,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
moonpig.com,Moonpig Group,ecommerce_retail,Ecommerce,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
noctuai.com,Noctuai,software_saas,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
emporio-elettrico.it,Emporio Elettrico,ecommerce_retail,Ecommerce,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
capitalontap.com,CapitalOnTap,fintech_insurance,Fintech,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
convertgroup.com,Convert Group,software_saas,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
harnesscode.com,Harness Code,ecommerce_retail,Sales & Marketing,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
topchaleur.com,TOP CHALEUR,ecommerce_retail,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
documaster.com,Documaster,software_saas,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
wealthclub.co.uk,Wealth Club,fintech_insurance,Financial Services,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
rtbhouse.com,RTB House,software_saas,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
ayesconsulting.com,Ayes,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
mentorsandpartners.com,Mentors & Partners Group,services_other,Management Consulting,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
gong-galaxy.com,GONG Galaxy,ecommerce_retail,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
sos-accessoire.com,SOS-accessoire,ecommerce_retail,Ecommerce,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
keylight.com,keylight,software_saas,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
ikpartners.com,iM Global Partner,fintech_insurance,Financial Services,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
payment-assist.co.uk,Payment Assist,fintech_insurance,Fintech,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
mariofazios.com,Fazio,ecommerce_retail,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
beckingredients.com,Beck Ingredients,health,Health,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
eskalia.fr,Eskalia et Nakupenda,ecommerce_retail,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
varcapital.com,VAR Capital,fintech_insurance,Financial Services,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
appunite.com,AppUnite,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
timberagents.de,Timberagents,ecommerce_retail,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
flex.legal,Flex Legal,services_other,Law,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
ignimission.com,Ignimission,software_saas,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
horando.de,Horando Deutschland,ecommerce_retail,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
demv.de,DEMV Deutscher Maklerverbund,fintech_insurance,Financial Services,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
84codes.com,84codes.com,devtools,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
technacy.it,Technacy,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
bambridgeaccountants.com,Bambridge Accountants,services_other,Financial Services,uk,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
jannowak.com,"Diablochairs, Jan Nowak",ecommerce_retail,Ecommerce,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
groupe-nat.fr,Groupe N.A.T,services_other,Support Services,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
stampasi.ch,StampaSi,ecommerce_retail,Ecommerce,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
couteaujaponais.com,COUTEAUJAPONAIS.COM,ecommerce_retail,Retail,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
hd-elektrotechnik.com,HD Elektrotechnik,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
postextracking.com.pk,Postex,services_other,Technology,eu,ft1000_wayback:20220301043147,2022,ft1000_wayback:20220301043147
